filename,prompt
1-assiettes/assiette-pita.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Assiette ""Assiette Pita"" généreuse avec frites dorées et garniture fraîche."
1-assiettes/assiette-poulet-marine.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Assiette ""Assiette Poulet mariné"" généreuse avec frites dorées et garniture fraîche."
1-assiettes/assiette-kefta.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Assiette ""Assiette Kefta"" généreuse avec frites dorées et garniture fraîche."
1-assiettes/assiette-merguez.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Assiette ""Assiette Merguez"" généreuse avec frites dorées et garniture fraîche."
1-assiettes/assiette-brochette-b-uf.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Assiette ""Assiette Brochette bœuf"" généreuse avec frites dorées et garniture fraîche."
1-assiettes/assiette-brochette-agneau.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Boisson rafraîchissante ""Assiette Brochette agneau"", bouteille ou canette nette avec condensation légère."
1-assiettes/assiette-brochette-poulet.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Assiette ""Assiette Brochette poulet"" généreuse avec frites dorées et garniture fraîche."
1-assiettes/assiette-brochette-dinde.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Assiette ""Assiette Brochette dinde"" généreuse avec frites dorées et garniture fraîche."
1-assiettes/assiette-brochette-grizzly.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Assiette ""Assiette Brochette grizzly"" généreuse avec frites dorées et garniture fraîche."
1-assiettes/assiette-brochette-pilon.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Assiette ""Assiette Brochette pilon"" généreuse avec frites dorées et garniture fraîche."
1-assiettes/assiette-escalope-dinde.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Assiette ""Assiette Escalope dinde"" généreuse avec frites dorées et garniture fraîche."
1-assiettes/assiette-croquette-fromage.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Assiette ""Assiette Croquette fromage"" généreuse avec frites dorées et garniture fraîche."
1-assiettes/assiette-americain.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Assiette ""Assiette Américain"" généreuse avec frites dorées et garniture fraîche."
1-assiettes/assiette-crudites.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Assiette ""Assiette Crudités"" généreuse avec frites dorées et garniture fraîche."
2-durums/durum-poulet.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Dürüm ""Dürüm Poulet"" roulé, galette chaude et garniture visible."
2-durums/durum-pita.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Dürüm ""Dürüm Pita"" roulé, galette chaude et garniture visible."
2-durums/durum-mixte.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Dürüm ""Dürüm Mixte"" roulé, galette chaude et garniture visible."
2-durums/durum-hawai.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Dürüm ""Dürüm Hawaï"" roulé, galette chaude et garniture visible."
2-durums/durum-vegetarien.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Dürüm ""Dürüm Végétarien"" roulé, galette chaude et garniture visible."
2-durums/durum-tenders.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Dürüm ""Dürüm Tenders"" roulé, galette chaude et garniture visible."
3-sandwichs/sandwich-jambon.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Sandwich ""Sandwich Jambon"" bien garni, pain frais et ingrédients visibles."
3-sandwichs/sandwich-fromage.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Sandwich ""Sandwich Fromage"" bien garni, pain frais et ingrédients visibles."
3-sandwichs/sandwich-dagobert.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Sandwich ""Sandwich Dagobert"" bien garni, pain frais et ingrédients visibles."
3-sandwichs/sandwich-americain.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Sandwich ""Sandwich Américain"" bien garni, pain frais et ingrédients visibles."
3-sandwichs/sandwich-thon-mayo-poulet.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Sandwich ""Sandwich Thon mayo poulet"" bien garni, pain frais et ingrédients visibles."
4-hamburgers/hamburger-poulet.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Hamburger ""Hamburger Poulet"" gourmet avec pain moelleux et garniture généreuse."
4-hamburgers/hamburger-dinde.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Hamburger ""Hamburger Dinde"" gourmet avec pain moelleux et garniture généreuse."
4-hamburgers/fish-burger.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Hamburger ""Fish Burger"" gourmet avec pain moelleux et garniture généreuse."
4-hamburgers/hamburger-b-uf.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Hamburger ""Hamburger Bœuf"" gourmet avec pain moelleux et garniture généreuse."
4-hamburgers/hamburger-kefta.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Hamburger ""Hamburger Kefta"" gourmet avec pain moelleux et garniture généreuse."
4-hamburgers/hamburger-geant.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Hamburger ""Hamburger Géant"" gourmet avec pain moelleux et garniture généreuse."
4-hamburgers/maestro-bacon.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Hamburger ""Maestro Bacon"" gourmet avec pain moelleux et garniture généreuse."
5-mitraillettes/mitraillette-hamburger.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Mitraillette ""Mitraillette Hamburger"" dans demi-baguette, frites croustillantes visibles."
5-mitraillettes/mitraillette-fricadelle.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Mitraillette ""Mitraillette Fricadelle"" dans demi-baguette, frites croustillantes visibles."
5-mitraillettes/mitraillette-boulette.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Mitraillette ""Mitraillette Boulette"" dans demi-baguette, frites croustillantes visibles."
5-mitraillettes/mitraillette-cervelas.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Mitraillette ""Mitraillette Cervelas"" dans demi-baguette, frites croustillantes visibles."
5-mitraillettes/mitraillette-dinde.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Mitraillette ""Mitraillette Dinde"" dans demi-baguette, frites croustillantes visibles."
5-mitraillettes/mitraillette-poisson.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Mitraillette ""Mitraillette Poisson"" dans demi-baguette, frites croustillantes visibles."
5-mitraillettes/mitraillette-vegetarien.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Mitraillette ""Mitraillette Végétarien"" dans demi-baguette, frites croustillantes visibles."
5-mitraillettes/mitraillette-mexicanos.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Mitraillette ""Mitraillette Mexicanos"" dans demi-baguette, frites croustillantes visibles."
5-mitraillettes/mitraillette-viandelle.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Mitraillette ""Mitraillette Viandelle"" dans demi-baguette, frites croustillantes visibles."
5-mitraillettes/mitraillette-poulycroc.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Mitraillette ""Mitraillette Poulycroc"" dans demi-baguette, frites croustillantes visibles."
5-mitraillettes/mitraillette-grizzly.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Mitraillette ""Mitraillette Grizzly"" dans demi-baguette, frites croustillantes visibles."
5-mitraillettes/mitraillette-tenders.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Mitraillette ""Mitraillette Tenders"" dans demi-baguette, frites croustillantes visibles."
5-mitraillettes/mitraillette-poulet.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Mitraillette ""Mitraillette Poulet"" dans demi-baguette, frites croustillantes visibles."
5-mitraillettes/mitraillette-pita.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Mitraillette ""Mitraillette Pita"" dans demi-baguette, frites croustillantes visibles."
5-mitraillettes/mitraillette-brochette-b-uf.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Mitraillette ""Mitraillette Brochette Bœuf"" dans demi-baguette, frites croustillantes visibles."
5-mitraillettes/mitraillette-brochette-poulet.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Mitraillette ""Mitraillette Brochette Poulet"" dans demi-baguette, frites croustillantes visibles."
5-mitraillettes/mitraillette-brochette-dinde.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Mitraillette ""Mitraillette Brochette Dinde"" dans demi-baguette, frites croustillantes visibles."
5-mitraillettes/mitraillette-brochette-poisson.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Mitraillette ""Mitraillette Brochette Poisson"" dans demi-baguette, frites croustillantes visibles."
5-mitraillettes/mitraillette-kefta.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Mitraillette ""Mitraillette Kefta"" dans demi-baguette, frites croustillantes visibles."
5-mitraillettes/mitraillette-brochette-agneau.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Boisson rafraîchissante ""Mitraillette Brochette Agneau"", bouteille ou canette nette avec condensation légère."
5-mitraillettes/mitraillette-maestro.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Mitraillette ""Mitraillette Maestro"" dans demi-baguette, frites croustillantes visibles."
6-kapsalons/kapsalon-petit.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Kapsalon ""Kapsalon Petit"" gratiné, frites et viande en barquette appétissante."
6-kapsalons/kapsalon-moyen.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Kapsalon ""Kapsalon Moyen"" gratiné, frites et viande en barquette appétissante."
6-kapsalons/kapsalon-grand.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Kapsalon ""Kapsalon Grand"" gratiné, frites et viande en barquette appétissante."
7-snacks/nuggets-6-pieces.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Snack ""Nuggets (6 pièces)"" croustillant, portion individuelle appétissante."
7-snacks/fricadelle.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Snack ""Fricadelle"" croustillant, portion individuelle appétissante."
7-snacks/mexicano.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Snack ""Mexicano"" croustillant, portion individuelle appétissante."
7-snacks/viandelle.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Snack ""Viandelle"" croustillant, portion individuelle appétissante."
7-snacks/loempia-mini.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Snack ""Loempia (Mini)"" croustillant, portion individuelle appétissante."
7-snacks/poulycroc.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Snack ""Poulycroc"" croustillant, portion individuelle appétissante."
7-snacks/lucifer.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Snack ""Lucifer"" croustillant, portion individuelle appétissante."
8-viandes-seules/viande-pita.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Portion de ""Viande Pita"" grillée, présentation simple et gourmande."
8-viandes-seules/viande-poulet.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Portion de ""Viande Poulet"" grillée, présentation simple et gourmande."
8-viandes-seules/viande-kefta.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Portion de ""Viande Kefta"" grillée, présentation simple et gourmande."
8-viandes-seules/brochette-b-uf.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Portion de ""Brochette bœuf"" grillée, présentation simple et gourmande."
8-viandes-seules/brochette-agneau.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Boisson rafraîchissante ""Brochette agneau"", bouteille ou canette nette avec condensation légère."
8-viandes-seules/brochette-grizzly.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Portion de ""Brochette grizzly"" grillée, présentation simple et gourmande."
8-viandes-seules/merguez-2-pcs.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Portion de ""Merguez (2 pcs)"" grillée, présentation simple et gourmande."
9-pizzas/pizza-classica-margherita.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Pizza ""Pizza Classica (Margherita)"" fraîchement cuite, pâte dorée et garniture appétissante."
9-pizzas/pizza-parma.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Pizza ""Pizza Parma"" fraîchement cuite, pâte dorée et garniture appétissante."
9-pizzas/pizza-bologna.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Pizza ""Pizza Bologna"" fraîchement cuite, pâte dorée et garniture appétissante."
9-pizzas/pizza-vegetarienne.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Pizza ""Pizza Végétarienne"" fraîchement cuite, pâte dorée et garniture appétissante."
9-pizzas/pizza-tropicale.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Pizza ""Pizza Tropicale"" fraîchement cuite, pâte dorée et garniture appétissante."
9-pizzas/pizza-fondante.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Pizza ""Pizza Fondante"" fraîchement cuite, pâte dorée et garniture appétissante."
9-pizzas/pizza-neptune.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Pizza ""Pizza Neptune"" fraîchement cuite, pâte dorée et garniture appétissante."
9-pizzas/pizza-napolitaine.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Pizza ""Pizza Napolitaine"" fraîchement cuite, pâte dorée et garniture appétissante."
9-pizzas/pizza-tunisiano.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Pizza ""Pizza Tunisiano"" fraîchement cuite, pâte dorée et garniture appétissante."
9-pizzas/pizza-quattro-stagioni.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Pizza ""Pizza Quattro Stagioni"" fraîchement cuite, pâte dorée et garniture appétissante."
9-pizzas/pizza-fermiere.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Pizza ""Pizza Fermière"" fraîchement cuite, pâte dorée et garniture appétissante."
9-pizzas/pizza-texane.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Pizza ""Pizza Texane"" fraîchement cuite, pâte dorée et garniture appétissante."
9-pizzas/pizza-savoyarde.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Pizza ""Pizza Savoyarde"" fraîchement cuite, pâte dorée et garniture appétissante."
9-pizzas/pizza-norvegienne.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Pizza ""Pizza Norvégienne"" fraîchement cuite, pâte dorée et garniture appétissante."
9-pizzas/pizza-riviera.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Pizza ""Pizza Riviera"" fraîchement cuite, pâte dorée et garniture appétissante."
9-pizzas/pizza-atlantica.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Pizza ""Pizza Atlantica"" fraîchement cuite, pâte dorée et garniture appétissante."
9-pizzas/pizza-mediterranee.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Pizza ""Pizza Mediterranée"" fraîchement cuite, pâte dorée et garniture appétissante."
10-boissons/coca-cola-50cl.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Boisson rafraîchissante ""Coca-Cola 50cl"", bouteille ou canette nette avec condensation légère."
10-boissons/coca-cola-zero-50cl.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Boisson rafraîchissante ""Coca-Cola Zéro 50cl"", bouteille ou canette nette avec condensation légère."
10-boissons/fanta-50cl.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Boisson rafraîchissante ""Fanta 50cl"", bouteille ou canette nette avec condensation légère."
10-boissons/ice-tea-50cl.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Boisson rafraîchissante ""Ice Tea 50cl"", bouteille ou canette nette avec condensation légère."
10-boissons/eau-50cl.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Boisson rafraîchissante ""Eau 50cl"", bouteille ou canette nette avec condensation légère."
10-boissons/red-bull.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Boisson rafraîchissante ""Red Bull"", bouteille ou canette nette avec condensation légère."
11-desserts/tiramisu-classique.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Dessert ""Tiramisu Classique"" servi avec présentation élégante et texture gourmande."
11-desserts/tiramisu-speculoos.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Dessert ""Tiramisu Spéculoos"" servi avec présentation élégante et texture gourmande."
11-desserts/tiramisu-fraise.png,"Photographie culinaire ultra réaliste, style pub premium, fond blanc, éclairage studio doux, texture nette, pas de logo/texte/marque. Dessert ""Tiramisu Fraise"" servi avec présentation élégante et texture gourmande."
